product_name,category,price,stock_quantity,description,prescription_required,brand_name,form,sku,image_url
Paracetamol 100mg Syrup,Antidiabetics,49.83,390,Paracetamol 100mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-06778,https://example.com/product/6778.png
Cetirizine 100mg Tablet,Antihypertensives,17.11,298,Cetirizine 100mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-06779,https://example.com/product/6779.png
Ibuprofen 10mg Syrup,Supplements,11.71,450,Ibuprofen 10mg Syrup used for supplements related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-06780,https://example.com/product/6780.png
Metformin 500mg Tablet,Antibiotics,7.89,441,Metformin 500mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-06781,https://example.com/product/6781.png
Omeprazole 100mg Injection,Antihypertensives,34.62,407,Omeprazole 100mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-06782,https://example.com/product/6782.png
Metformin 500mg Injection,Supplements,42.01,274,Metformin 500mg Injection used for supplements related conditions. Use as directed by physician.,False,PharmaNova,Injection,SKU-06783,https://example.com/product/6783.png
Amoxicillin 400mg Syrup,Antibiotics,31.27,339,Amoxicillin 400mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-06784,https://example.com/product/6784.png
Vitamin D 10mg Injection,Supplements,12.11,270,Vitamin D 10mg Injection used for supplements related conditions. Use as directed by physician.,False,PharmaNova,Injection,SKU-06785,https://example.com/product/6785.png
Vitamin B12 20mg Tablet,Respiratory,19.72,441,Vitamin B12 20mg Tablet used for respiratory related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-06786,https://example.com/product/6786.png
Omeprazole 400mg Syrup,Antibiotics,38.2,322,Omeprazole 400mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-06787,https://example.com/product/6787.png
Vitamin B12 10mg Capsule,Analgesics,38.34,386,Vitamin B12 10mg Capsule used for analgesics related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-06788,https://example.com/product/6788.png
Vitamin B12 20mg Tablet,Antibiotics,11.51,489,Vitamin B12 20mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-06789,https://example.com/product/6789.png
Vitamin D 500mg Injection,Analgesics,43.37,477,Vitamin D 500mg Injection used for analgesics related conditions. Use as directed by physician.,True,LifeLine,Injection,SKU-06790,https://example.com/product/6790.png
Cetirizine 100mg Tablet,Supplements,44.25,316,Cetirizine 100mg Tablet used for supplements related conditions. Use as directed by physician.,False,HealthPlus,Tablet,SKU-06791,https://example.com/product/6791.png
Omeprazole 500mg Injection,Respiratory,24.36,397,Omeprazole 500mg Injection used for respiratory related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-06792,https://example.com/product/6792.png
Amoxicillin 200mg Tablet,Antidiabetics,47.27,53,Amoxicillin 200mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-06793,https://example.com/product/6793.png
Omeprazole 10mg Injection,Antibiotics,40.74,174,Omeprazole 10mg Injection used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Injection,SKU-06794,https://example.com/product/6794.png
Metformin 10mg Capsule,Antihypertensives,45.15,230,Metformin 10mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-06795,https://example.com/product/6795.png
Cetirizine 20mg Tablet,Antibiotics,38.39,291,Cetirizine 20mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-06796,https://example.com/product/6796.png
Omeprazole 500mg Injection,Supplements,49.38,352,Omeprazole 500mg Injection used for supplements related conditions. Use as directed by physician.,False,PharmaNova,Injection,SKU-06797,https://example.com/product/6797.png
Omeprazole 400mg Tablet,Analgesics,37.87,343,Omeprazole 400mg Tablet used for analgesics related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-06798,https://example.com/product/6798.png
Vitamin B12 400mg Capsule,Respiratory,13.96,315,Vitamin B12 400mg Capsule used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Capsule,SKU-06799,https://example.com/product/6799.png
Paracetamol 400mg Tablet,Antibiotics,41.96,413,Paracetamol 400mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-06800,https://example.com/product/6800.png
Cetirizine 20mg Injection,Antibiotics,36.37,494,Cetirizine 20mg Injection used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-06801,https://example.com/product/6801.png
Atorvastatin 200mg Tablet,Antidiabetics,26.01,439,Atorvastatin 200mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-06802,https://example.com/product/6802.png
Cetirizine 100mg Syrup,Antidiabetics,19.18,492,Cetirizine 100mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-06803,https://example.com/product/6803.png
Omeprazole 100mg Injection,Analgesics,10.05,325,Omeprazole 100mg Injection used for analgesics related conditions. Use as directed by physician.,False,MediCare,Injection,SKU-06804,https://example.com/product/6804.png
Metformin 100mg Syrup,Antidiabetics,15.76,469,Metformin 100mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-06805,https://example.com/product/6805.png
Paracetamol 20mg Injection,Antihypertensives,38.67,479,Paracetamol 20mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Injection,SKU-06806,https://example.com/product/6806.png
Salbutamol 10mg Injection,Supplements,25.67,465,Salbutamol 10mg Injection used for supplements related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-06807,https://example.com/product/6807.png
Metformin 100mg Capsule,Antihypertensives,9.04,249,Metformin 100mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-06808,https://example.com/product/6808.png
Paracetamol 200mg Capsule,Supplements,44.25,464,Paracetamol 200mg Capsule used for supplements related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-06809,https://example.com/product/6809.png
Salbutamol 20mg Tablet,Supplements,49.35,67,Salbutamol 20mg Tablet used for supplements related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-06810,https://example.com/product/6810.png
Metformin 20mg Injection,Analgesics,48.97,186,Metformin 20mg Injection used for analgesics related conditions. Use as directed by physician.,False,HealthPlus,Injection,SKU-06811,https://example.com/product/6811.png
Amoxicillin 10mg Syrup,Respiratory,12.33,20,Amoxicillin 10mg Syrup used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Syrup,SKU-06812,https://example.com/product/6812.png
Amoxicillin 10mg Injection,Antihypertensives,19.7,69,Amoxicillin 10mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Injection,SKU-06813,https://example.com/product/6813.png
Ibuprofen 200mg Tablet,Antidiabetics,33.32,273,Ibuprofen 200mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-06814,https://example.com/product/6814.png
Vitamin B12 400mg Capsule,Supplements,12.95,426,Vitamin B12 400mg Capsule used for supplements related conditions. Use as directed by physician.,False,MediCare,Capsule,SKU-06815,https://example.com/product/6815.png
Paracetamol 10mg Tablet,Respiratory,10.88,16,Paracetamol 10mg Tablet used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Tablet,SKU-06816,https://example.com/product/6816.png
Atorvastatin 500mg Tablet,Respiratory,4.69,342,Atorvastatin 500mg Tablet used for respiratory related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-06817,https://example.com/product/6817.png
Metformin 20mg Injection,Analgesics,43.84,63,Metformin 20mg Injection used for analgesics related conditions. Use as directed by physician.,False,MediCare,Injection,SKU-06818,https://example.com/product/6818.png
Ibuprofen 400mg Injection,Antidiabetics,38.17,472,Ibuprofen 400mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-06819,https://example.com/product/6819.png
Cetirizine 20mg Syrup,Antihypertensives,36.17,181,Cetirizine 20mg Syrup used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-06820,https://example.com/product/6820.png
Cetirizine 500mg Syrup,Respiratory,44.15,313,Cetirizine 500mg Syrup used for respiratory related conditions. Use as directed by physician.,False,PharmaNova,Syrup,SKU-06821,https://example.com/product/6821.png
Paracetamol 10mg Syrup,Antibiotics,15.04,353,Paracetamol 10mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-06822,https://example.com/product/6822.png
Paracetamol 500mg Tablet,Antidiabetics,21.8,371,Paracetamol 500mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-06823,https://example.com/product/6823.png
Vitamin B12 500mg Injection,Antidiabetics,47.71,384,Vitamin B12 500mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-06824,https://example.com/product/6824.png
Atorvastatin 500mg Injection,Antihypertensives,4.27,110,Atorvastatin 500mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Injection,SKU-06825,https://example.com/product/6825.png
Ibuprofen 20mg Injection,Respiratory,47.18,150,Ibuprofen 20mg Injection used for respiratory related conditions. Use as directed by physician.,False,MediCare,Injection,SKU-06826,https://example.com/product/6826.png
Atorvastatin 500mg Injection,Antidiabetics,23.25,277,Atorvastatin 500mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Injection,SKU-06827,https://example.com/product/6827.png
Omeprazole 10mg Capsule,Supplements,3.39,295,Omeprazole 10mg Capsule used for supplements related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-06828,https://example.com/product/6828.png
Metformin 100mg Tablet,Antibiotics,25.44,342,Metformin 100mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-06829,https://example.com/product/6829.png
Ibuprofen 400mg Capsule,Antidiabetics,40.65,181,Ibuprofen 400mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-06830,https://example.com/product/6830.png
Vitamin B12 500mg Capsule,Analgesics,43.94,245,Vitamin B12 500mg Capsule used for analgesics related conditions. Use as directed by physician.,False,MediCare,Capsule,SKU-06831,https://example.com/product/6831.png
Vitamin D 500mg Syrup,Antibiotics,11.35,58,Vitamin D 500mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-06832,https://example.com/product/6832.png
Vitamin B12 10mg Capsule,Antibiotics,18.89,354,Vitamin B12 10mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-06833,https://example.com/product/6833.png
Vitamin D 500mg Capsule,Analgesics,4.94,403,Vitamin D 500mg Capsule used for analgesics related conditions. Use as directed by physician.,False,LifeLine,Capsule,SKU-06834,https://example.com/product/6834.png
Vitamin D 400mg Syrup,Antidiabetics,40.74,374,Vitamin D 400mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-06835,https://example.com/product/6835.png
Paracetamol 10mg Tablet,Antidiabetics,23.66,468,Paracetamol 10mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-06836,https://example.com/product/6836.png
Omeprazole 500mg Capsule,Antidiabetics,12.77,323,Omeprazole 500mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-06837,https://example.com/product/6837.png
Cetirizine 500mg Tablet,Antibiotics,37.93,67,Cetirizine 500mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-06838,https://example.com/product/6838.png
Cetirizine 500mg Capsule,Analgesics,37.82,500,Cetirizine 500mg Capsule used for analgesics related conditions. Use as directed by physician.,False,MediCare,Capsule,SKU-06839,https://example.com/product/6839.png
Cetirizine 100mg Tablet,Analgesics,33.56,76,Cetirizine 100mg Tablet used for analgesics related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-06840,https://example.com/product/6840.png
Atorvastatin 200mg Capsule,Antihypertensives,46.48,231,Atorvastatin 200mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-06841,https://example.com/product/6841.png
Vitamin D 400mg Syrup,Respiratory,36.58,450,Vitamin D 400mg Syrup used for respiratory related conditions. Use as directed by physician.,False,MediCare,Syrup,SKU-06842,https://example.com/product/6842.png
Paracetamol 500mg Tablet,Antibiotics,31.74,319,Paracetamol 500mg Tablet used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-06843,https://example.com/product/6843.png
Vitamin D 20mg Syrup,Analgesics,28.67,157,Vitamin D 20mg Syrup used for analgesics related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-06844,https://example.com/product/6844.png
Omeprazole 100mg Capsule,Supplements,20.66,34,Omeprazole 100mg Capsule used for supplements related conditions. Use as directed by physician.,False,MediCare,Capsule,SKU-06845,https://example.com/product/6845.png
Vitamin B12 20mg Injection,Supplements,24.68,22,Vitamin B12 20mg Injection used for supplements related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-06846,https://example.com/product/6846.png
Atorvastatin 100mg Syrup,Antibiotics,17.78,248,Atorvastatin 100mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-06847,https://example.com/product/6847.png
Ibuprofen 500mg Capsule,Antihypertensives,25.46,52,Ibuprofen 500mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-06848,https://example.com/product/6848.png
Ibuprofen 400mg Capsule,Antihypertensives,43.6,339,Ibuprofen 400mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-06849,https://example.com/product/6849.png
Paracetamol 400mg Tablet,Antidiabetics,47.13,371,Paracetamol 400mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-06850,https://example.com/product/6850.png
Atorvastatin 400mg Injection,Antihypertensives,29.4,396,Atorvastatin 400mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-06851,https://example.com/product/6851.png
Vitamin B12 500mg Syrup,Antihypertensives,5.95,424,Vitamin B12 500mg Syrup used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-06852,https://example.com/product/6852.png
Paracetamol 10mg Tablet,Analgesics,7.02,158,Paracetamol 10mg Tablet used for analgesics related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-06853,https://example.com/product/6853.png
Ibuprofen 200mg Capsule,Antidiabetics,40.02,473,Ibuprofen 200mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-06854,https://example.com/product/6854.png
Ibuprofen 400mg Injection,Supplements,28.94,116,Ibuprofen 400mg Injection used for supplements related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-06855,https://example.com/product/6855.png
Salbutamol 500mg Syrup,Analgesics,42.13,94,Salbutamol 500mg Syrup used for analgesics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-06856,https://example.com/product/6856.png
Omeprazole 10mg Capsule,Antibiotics,37.09,468,Omeprazole 10mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-06857,https://example.com/product/6857.png
Vitamin D 200mg Capsule,Antihypertensives,32.85,18,Vitamin D 200mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-06858,https://example.com/product/6858.png
Amoxicillin 200mg Injection,Respiratory,11.44,386,Amoxicillin 200mg Injection used for respiratory related conditions. Use as directed by physician.,False,MediCare,Injection,SKU-06859,https://example.com/product/6859.png
Vitamin D 20mg Syrup,Analgesics,36.27,119,Vitamin D 20mg Syrup used for analgesics related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-06860,https://example.com/product/6860.png
Cetirizine 400mg Injection,Analgesics,25.89,171,Cetirizine 400mg Injection used for analgesics related conditions. Use as directed by physician.,False,HealthPlus,Injection,SKU-06861,https://example.com/product/6861.png
Amoxicillin 400mg Tablet,Supplements,10.03,438,Amoxicillin 400mg Tablet used for supplements related conditions. Use as directed by physician.,False,LifeLine,Tablet,SKU-06862,https://example.com/product/6862.png
Cetirizine 20mg Syrup,Analgesics,15.38,214,Cetirizine 20mg Syrup used for analgesics related conditions. Use as directed by physician.,True,PharmaNova,Syrup,SKU-06863,https://example.com/product/6863.png
Amoxicillin 200mg Capsule,Antidiabetics,31.12,11,Amoxicillin 200mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-06864,https://example.com/product/6864.png
Ibuprofen 400mg Tablet,Antidiabetics,11.92,2,Ibuprofen 400mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-06865,https://example.com/product/6865.png
Atorvastatin 100mg Syrup,Analgesics,23.38,326,Atorvastatin 100mg Syrup used for analgesics related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-06866,https://example.com/product/6866.png
Omeprazole 20mg Syrup,Supplements,26.31,205,Omeprazole 20mg Syrup used for supplements related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-06867,https://example.com/product/6867.png
Cetirizine 200mg Injection,Antidiabetics,44.62,313,Cetirizine 200mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-06868,https://example.com/product/6868.png
Metformin 200mg Tablet,Antihypertensives,34.55,38,Metformin 200mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Tablet,SKU-06869,https://example.com/product/6869.png
Salbutamol 10mg Syrup,Respiratory,25.78,203,Salbutamol 10mg Syrup used for respiratory related conditions. Use as directed by physician.,False,PharmaNova,Syrup,SKU-06870,https://example.com/product/6870.png
Amoxicillin 500mg Injection,Respiratory,7.1,375,Amoxicillin 500mg Injection used for respiratory related conditions. Use as directed by physician.,True,LifeLine,Injection,SKU-06871,https://example.com/product/6871.png
Metformin 500mg Tablet,Antidiabetics,19.61,475,Metformin 500mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-06872,https://example.com/product/6872.png
Vitamin D 10mg Injection,Antidiabetics,48.08,54,Vitamin D 10mg Injection used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Injection,SKU-06873,https://example.com/product/6873.png
Metformin 100mg Capsule,Antidiabetics,17.95,416,Metformin 100mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-06874,https://example.com/product/6874.png
Paracetamol 20mg Injection,Antihypertensives,19.84,62,Paracetamol 20mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-06875,https://example.com/product/6875.png
Amoxicillin 200mg Injection,Antihypertensives,27.83,435,Amoxicillin 200mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,LifeLine,Injection,SKU-06876,https://example.com/product/6876.png
Salbutamol 200mg Tablet,Supplements,30.43,124,Salbutamol 200mg Tablet used for supplements related conditions. Use as directed by physician.,False,LifeLine,Tablet,SKU-06877,https://example.com/product/6877.png
Paracetamol 100mg Syrup,Antidiabetics,21.58,478,Paracetamol 100mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-06878,https://example.com/product/6878.png
Metformin 500mg Syrup,Antibiotics,47.48,378,Metformin 500mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-06879,https://example.com/product/6879.png
Amoxicillin 100mg Syrup,Antibiotics,13.53,76,Amoxicillin 100mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-06880,https://example.com/product/6880.png
Omeprazole 400mg Capsule,Analgesics,37.93,376,Omeprazole 400mg Capsule used for analgesics related conditions. Use as directed by physician.,False,MediCare,Capsule,SKU-06881,https://example.com/product/6881.png
Ibuprofen 200mg Capsule,Antihypertensives,45.37,465,Ibuprofen 200mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Capsule,SKU-06882,https://example.com/product/6882.png
Amoxicillin 10mg Capsule,Antihypertensives,32.96,130,Amoxicillin 10mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-06883,https://example.com/product/6883.png
Omeprazole 10mg Tablet,Antidiabetics,20.7,73,Omeprazole 10mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-06884,https://example.com/product/6884.png
Vitamin B12 200mg Syrup,Antihypertensives,15.58,460,Vitamin B12 200mg Syrup used for antihypertensives related conditions. Use as directed by physician.,True,MediCare,Syrup,SKU-06885,https://example.com/product/6885.png
Paracetamol 100mg Capsule,Respiratory,31.6,338,Paracetamol 100mg Capsule used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Capsule,SKU-06886,https://example.com/product/6886.png
Amoxicillin 400mg Syrup,Analgesics,12.61,430,Amoxicillin 400mg Syrup used for analgesics related conditions. Use as directed by physician.,False,HealthPlus,Syrup,SKU-06887,https://example.com/product/6887.png
Cetirizine 200mg Tablet,Antidiabetics,47.65,377,Cetirizine 200mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-06888,https://example.com/product/6888.png
Cetirizine 20mg Tablet,Respiratory,47.44,134,Cetirizine 20mg Tablet used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Tablet,SKU-06889,https://example.com/product/6889.png
Metformin 400mg Capsule,Supplements,35.56,194,Metformin 400mg Capsule used for supplements related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-06890,https://example.com/product/6890.png
Paracetamol 500mg Capsule,Antihypertensives,9.1,455,Paracetamol 500mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-06891,https://example.com/product/6891.png
Vitamin B12 100mg Syrup,Analgesics,37.08,39,Vitamin B12 100mg Syrup used for analgesics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-06892,https://example.com/product/6892.png
Metformin 10mg Syrup,Analgesics,2.6,212,Metformin 10mg Syrup used for analgesics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-06893,https://example.com/product/6893.png
Paracetamol 500mg Capsule,Antidiabetics,25.36,105,Paracetamol 500mg Capsule used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-06894,https://example.com/product/6894.png
Atorvastatin 20mg Capsule,Supplements,14.88,361,Atorvastatin 20mg Capsule used for supplements related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-06895,https://example.com/product/6895.png
Ibuprofen 20mg Capsule,Antihypertensives,11.19,91,Ibuprofen 20mg Capsule used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Capsule,SKU-06896,https://example.com/product/6896.png
Atorvastatin 200mg Injection,Supplements,40.78,234,Atorvastatin 200mg Injection used for supplements related conditions. Use as directed by physician.,False,PharmaNova,Injection,SKU-06897,https://example.com/product/6897.png
Paracetamol 400mg Tablet,Antidiabetics,43.75,342,Paracetamol 400mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,MediCare,Tablet,SKU-06898,https://example.com/product/6898.png
Omeprazole 500mg Syrup,Respiratory,43.19,287,Omeprazole 500mg Syrup used for respiratory related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-06899,https://example.com/product/6899.png
Paracetamol 10mg Tablet,Analgesics,41.61,218,Paracetamol 10mg Tablet used for analgesics related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-06900,https://example.com/product/6900.png
Paracetamol 400mg Capsule,Analgesics,26.08,152,Paracetamol 400mg Capsule used for analgesics related conditions. Use as directed by physician.,False,HealthPlus,Capsule,SKU-06901,https://example.com/product/6901.png
Cetirizine 100mg Capsule,Antibiotics,43.38,282,Cetirizine 100mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,PharmaNova,Capsule,SKU-06902,https://example.com/product/6902.png
Vitamin D 100mg Injection,Antibiotics,38.31,162,Vitamin D 100mg Injection used for antibiotics related conditions. Use as directed by physician.,True,HealthPlus,Injection,SKU-06903,https://example.com/product/6903.png
Vitamin B12 20mg Injection,Analgesics,11.44,36,Vitamin B12 20mg Injection used for analgesics related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-06904,https://example.com/product/6904.png
Vitamin B12 20mg Syrup,Respiratory,10.32,108,Vitamin B12 20mg Syrup used for respiratory related conditions. Use as directed by physician.,False,HealthPlus,Syrup,SKU-06905,https://example.com/product/6905.png
Vitamin D 500mg Injection,Respiratory,38.27,406,Vitamin D 500mg Injection used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Injection,SKU-06906,https://example.com/product/6906.png
Atorvastatin 20mg Syrup,Antibiotics,24.79,389,Atorvastatin 20mg Syrup used for antibiotics related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-06907,https://example.com/product/6907.png
Cetirizine 200mg Syrup,Respiratory,9.15,280,Cetirizine 200mg Syrup used for respiratory related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-06908,https://example.com/product/6908.png
Metformin 10mg Tablet,Antidiabetics,25.61,360,Metformin 10mg Tablet used for antidiabetics related conditions. Use as directed by physician.,True,PharmaNova,Tablet,SKU-06909,https://example.com/product/6909.png
Metformin 400mg Injection,Antibiotics,18.41,123,Metformin 400mg Injection used for antibiotics related conditions. Use as directed by physician.,True,LifeLine,Injection,SKU-06910,https://example.com/product/6910.png
Salbutamol 400mg Syrup,Respiratory,46.12,327,Salbutamol 400mg Syrup used for respiratory related conditions. Use as directed by physician.,False,HealthPlus,Syrup,SKU-06911,https://example.com/product/6911.png
Ibuprofen 20mg Capsule,Antibiotics,11.92,442,Ibuprofen 20mg Capsule used for antibiotics related conditions. Use as directed by physician.,True,MediCare,Capsule,SKU-06912,https://example.com/product/6912.png
Salbutamol 20mg Capsule,Supplements,43.1,218,Salbutamol 20mg Capsule used for supplements related conditions. Use as directed by physician.,True,HealthPlus,Capsule,SKU-06913,https://example.com/product/6913.png
Ibuprofen 100mg Tablet,Supplements,33.41,411,Ibuprofen 100mg Tablet used for supplements related conditions. Use as directed by physician.,False,MediCare,Tablet,SKU-06914,https://example.com/product/6914.png
Ibuprofen 10mg Syrup,Antidiabetics,40.13,326,Ibuprofen 10mg Syrup used for antidiabetics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-06915,https://example.com/product/6915.png
Omeprazole 400mg Injection,Analgesics,13.64,200,Omeprazole 400mg Injection used for analgesics related conditions. Use as directed by physician.,False,MediCare,Injection,SKU-06916,https://example.com/product/6916.png
Omeprazole 200mg Capsule,Supplements,21.73,358,Omeprazole 200mg Capsule used for supplements related conditions. Use as directed by physician.,True,LifeLine,Capsule,SKU-06917,https://example.com/product/6917.png
Vitamin D 20mg Syrup,Analgesics,11.68,339,Vitamin D 20mg Syrup used for analgesics related conditions. Use as directed by physician.,True,LifeLine,Syrup,SKU-06918,https://example.com/product/6918.png
Atorvastatin 20mg Syrup,Supplements,14.56,66,Atorvastatin 20mg Syrup used for supplements related conditions. Use as directed by physician.,True,HealthPlus,Syrup,SKU-06919,https://example.com/product/6919.png
Vitamin D 20mg Tablet,Antihypertensives,30.02,356,Vitamin D 20mg Tablet used for antihypertensives related conditions. Use as directed by physician.,True,HealthPlus,Tablet,SKU-06920,https://example.com/product/6920.png
Amoxicillin 10mg Capsule,Respiratory,14.86,28,Amoxicillin 10mg Capsule used for respiratory related conditions. Use as directed by physician.,False,LifeLine,Capsule,SKU-06921,https://example.com/product/6921.png
Cetirizine 20mg Injection,Antihypertensives,31.47,117,Cetirizine 20mg Injection used for antihypertensives related conditions. Use as directed by physician.,True,PharmaNova,Injection,SKU-06922,https://example.com/product/6922.png
